Dt(hr),Pwf(psi),Pi(psi),DP(psi),Dp',Qo(bbl/d),Bo(bbl/STB),viscosity oil(cp),porosity,Ct(psi^-1),Co(bbl/psi),h(ft),rw(ft),re(ft),S,k(md),Cs(RB/psi),Doi
0.21,3946.02,4000,53.98,1.84,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.21,3945.74,4000,54.26,1.87,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.22,3946.02,4000,53.98,1.87,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.22,3946.02,4000,53.98,1.87,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.22,3946.02,4000,53.98,1.87,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.23,3946.02,4000,53.98,1.87,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.23,3946.02,4000,53.98,1.84,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.23,3946.02,4000,53.98,1.78,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.24,3946.02,4000,53.98,1.76,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.24,3946.02,4000,53.98,1.78,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.24,3946.02,4000,53.98,1.76,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.25,3946.02,4000,53.98,1.73,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.25,3946.02,4000,53.98,1.73,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.25,3946.02,4000,53.98,1.7,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.26,3945.74,4000,54.26,1.68,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.26,3946.02,4000,53.98,1.68,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.26,3945.74,4000,54.26,1.68,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.27,3945.47,4000,54.53,1.65,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.27,3945.47,4000,54.53,1.7,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.27,3945.47,4000,54.53,1.7,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.28,3945.47,4000,54.53,1.7,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.28,3945.47,4000,54.53,1.7,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.29,3945.47,4000,54.53,1.58,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.29,3945.47,4000,54.53,1.58,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.29,3945.47,4000,54.53,1.58,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.3,3945.47,4000,54.53,1.58,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.3,3945.47,4000,54.53,1.58,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.31,3945.47,4000,54.53,1.58,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.31,3945.47,4000,54.53,1.58,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.32,3945.47,4000,54.53,1.55,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.32,3945.47,4000,54.53,1.55,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.32,3945.47,4000,54.53,1.55,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.33,3945.47,4000,54.53,1.55,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.33,3945.47,4000,54.53,1.55,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.34,3945.19,4000,54.81,1.55,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.34,3944.91,4000,55.09,1.53,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.35,3945.19,4000,54.81,1.53,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.35,3945.19,4000,54.81,1.51,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.36,3945.19,4000,54.81,1.51,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.36,3945.19,4000,54.81,1.51,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.37,3944.91,4000,55.09,1.46,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.37,3944.91,4000,55.09,1.46,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.38,3944.91,4000,55.09,1.46,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.38,3944.91,4000,55.09,1.46,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.39,3944.91,4000,55.09,1.46,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.39,3944.91,4000,55.09,1.48,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.4,3944.91,4000,55.09,1.46,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.41,3944.91,4000,55.09,1.46,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.41,3944.91,4000,55.09,1.46,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.42,3944.91,4000,55.09,1.44,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.42,3944.91,4000,55.09,1.44,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.43,3944.91,4000,55.09,1.44,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.44,3944.91,4000,55.09,1.44,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.44,3944.91,4000,55.09,1.44,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.45,3944.62,4000,55.38,1.44,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.45,3944.62,4000,55.38,1.44,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.46,3944.62,4000,55.38,1.42,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.47,3944.62,4000,55.38,1.42,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.47,3944.62,4000,55.38,1.4,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.48,3944.62,4000,55.38,1.4,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.49,3944.62,4000,55.38,1.37,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.49,3944.62,4000,55.38,1.37,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.5,3944.62,4000,55.38,1.33,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.51,3944.62,4000,55.38,1.33,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.51,3944.62,4000,55.38,1.33,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.52,3944.62,4000,55.38,1.33,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.53,3944.62,4000,55.38,1.33,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.54,3944.62,4000,55.38,1.31,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.54,3944.62,4000,55.38,1.29,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.55,3944.62,4000,55.38,1.27,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.56,3944.62,4000,55.38,1.27,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.57,3944.62,4000,55.38,1.25,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.57,3944.62,4000,55.38,1.25,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.58,3944.62,4000,55.38,1.24,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.59,3944.62,4000,55.38,1.24,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.6,3944.62,4000,55.38,1.24,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.61,3944.62,4000,55.38,1.22,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.62,3944.62,4000,55.38,1.2,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.63,3944.62,4000,55.38,1.2,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.63,3944.34,4000,55.66,1.2,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.64,3944.34,4000,55.66,1.2,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.65,3944.34,4000,55.66,1.2,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.66,3944.34,4000,55.66,1.2,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.67,3944.34,4000,55.66,1.18,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.68,3944.34,4000,55.66,1.18,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.69,3944.34,4000,55.66,1.16,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.7,3944.34,4000,55.66,1.14,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.71,3944.34,4000,55.66,1.14,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.72,3944.34,4000,55.66,1.14,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.73,3944.34,4000,55.66,1.14,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.74,3944.34,4000,55.66,1.14,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.75,3944.34,4000,55.66,1.14,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.76,3944.34,4000,55.66,1.13,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.77,3944.34,4000,55.66,1.11,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.78,3944.34,4000,55.66,1.11,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.79,3944.34,4000,55.66,1.11,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.8,3944.34,4000,55.66,1.09,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.81,3944.34,4000,55.66,1.08,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.83,3944.34,4000,55.66,1.08,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.84,3944.34,4000,55.66,1.08,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.85,3944.34,4000,55.66,1.06,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.86,3944.34,4000,55.66,1.06,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.87,3944.34,4000,55.66,1.04,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.89,3944.34,4000,55.66,1.03,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.9,3944.34,4000,55.66,1.06,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.91,3944.05,4000,55.95,1.06,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.92,3944.05,4000,55.95,1.06,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.94,3944.05,4000,55.95,1.08,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.95,3943.77,4000,56.23,1.08,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.96,3943.77,4000,56.23,1.08,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.98,3943.77,4000,56.23,1.04,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.99,3943.77,4000,56.23,1.03,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
1,3943.77,4000,56.23,1.03,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
1.02,3943.77,4000,56.23,1.03,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
1.03,3943.77,4000,56.23,1.03,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
1.05,3943.77,4000,56.23,1.03,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
1.06,3943.77,4000,56.23,1.01,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
1.08,3943.77,4000,56.23,1,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
1.09,3943.77,4000,56.23,1,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
1.11,3943.77,4000,56.23,0.98,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
1.12,3943.77,4000,56.23,0.98,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
1.14,3943.77,4000,56.23,0.97,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
1.15,3943.77,4000,56.23,0.97,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
1.17,3943.77,4000,56.23,0.95,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
1.19,3943.77,4000,56.23,0.95,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
1.2,3943.77,4000,56.23,0.95,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
1.22,3943.77,4000,56.23,0.95,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
1.24,3943.77,4000,56.23,0.95,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
1.25,3943.77,4000,56.23,0.95,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
1.27,3943.77,4000,56.23,0.94,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
1.29,3943.77,4000,56.23,0.97,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
1.31,3943.77,4000,56.23,0.97,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
1.33,3943.77,4000,56.23,0.97,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
1.34,3943.77,4000,56.23,0.97,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
1.36,3943.77,4000,56.23,0.97,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
1.38,3943.77,4000,56.23,0.98,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
1.4,3943.77,4000,56.23,1,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
1.42,3943.77,4000,56.23,1.01,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
1.44,3943.77,4000,56.23,1,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
1.46,3943.77,4000,56.23,0.84,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
1.48,3943.77,4000,56.23,0.84,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
1.5,3943.48,4000,56.52,0.83,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
1.52,3943.77,4000,56.23,0.82,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
1.55,3943.77,4000,56.23,0.83,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
1.57,3943.77,4000,56.23,0.84,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
1.59,3943.77,4000,56.23,0.84,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
1.61,3943.77,4000,56.23,0.87,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
1.63,3943.77,4000,56.23,0.86,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
1.66,3943.48,4000,56.52,0.79,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
1.68,3943.48,4000,56.52,0.81,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
1.7,3943.19,4000,56.81,0.79,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
1.73,3943.19,4000,56.81,0.78,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
1.75,3943.19,4000,56.81,0.78,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
1.78,3943.19,4000,56.81,0.78,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
1.8,3943.19,4000,56.81,0.79,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
1.83,3943.19,4000,56.81,0.84,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
1.85,3943.19,4000,56.81,0.83,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
1.88,3943.19,4000,56.81,0.81,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
1.9,3943.19,4000,56.81,0.79,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
1.93,3943.19,4000,56.81,0.79,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
1.96,3943.19,4000,56.81,0.79,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
1.99,3943.19,4000,56.81,0.79,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
2.01,3943.19,4000,56.81,0.79,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
2.04,3943.19,4000,56.81,0.79,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
2.07,3943.19,4000,56.81,0.79,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
2.1,3943.19,4000,56.81,0.79,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
2.13,3943.19,4000,56.81,0.79,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
2.16,3943.19,4000,56.81,0.79,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
2.19,3943.19,4000,56.81,0.79,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
2.22,3943.19,4000,56.81,0.78,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
2.25,3943.19,4000,56.81,0.77,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
2.28,3943.19,4000,56.81,0.76,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
2.31,3943.19,4000,56.81,0.75,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
2.35,3943.19,4000,56.81,0.76,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
2.38,3943.19,4000,56.81,0.76,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
2.41,3943.19,4000,56.81,0.76,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
2.45,3943.19,4000,56.81,0.76,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
2.48,3943.19,4000,56.81,0.76,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
2.52,3943.19,4000,56.81,0.76,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
2.55,3943.19,4000,56.81,0.76,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
2.59,3943.19,4000,56.81,0.76,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
2.62,3943.19,4000,56.81,0.76,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
2.66,3943.19,4000,56.81,0.76,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
2.7,3943.19,4000,56.81,0.76,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
2.73,3943.19,4000,56.81,0.76,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
2.77,3943.19,4000,56.81,0.76,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
2.81,3943.19,4000,56.81,0.76,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
2.85,3943.19,4000,56.81,0.76,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
2.89,3943.19,4000,56.81,0.76,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
2.93,3943.19,4000,56.81,0.76,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
2.97,3942.9,4000,57.1,0.75,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
3.01,3942.9,4000,57.1,0.77,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
3.06,3942.6,4000,57.4,0.79,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
3.1,3942.6,4000,57.4,0.79,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
3.14,3942.6,4000,57.4,0.81,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
3.19,3942.6,4000,57.4,0.81,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
3.23,3942.6,4000,57.4,0.81,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
3.28,3942.6,4000,57.4,0.81,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
3.32,3942.6,4000,57.4,0.81,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
3.37,3942.6,4000,57.4,0.81,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
3.42,3942.6,4000,57.4,0.81,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
3.47,3942.6,4000,57.4,0.81,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
3.51,3942.6,4000,57.4,0.81,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
3.56,3942.6,4000,57.4,0.81,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
3.61,3942.6,4000,57.4,0.81,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
3.66,3942.6,4000,57.4,0.81,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
3.71,3942.6,4000,57.4,0.81,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
