Dt(hr),Pwf(psi),Pi(psi),DP(psi),Dp',Qo(bbl/d),Bo(bbl/STB),viscosity oil(cp),porosity,Ct(psi^-1),Co(bbl/psi),h(ft),rw(ft),re(ft),S,k(md),Cs(RB/psi),Doi
0.07,79.01,4498.1,4419.09,242.72,85.81,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.07,79.01,4498.1,4419.09,0,84.57,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.08,79.01,4498.1,4419.09,0,84.57,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.08,79.01,4498.1,4419.09,0,82.14,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.08,79.01,4498.1,4419.09,-435.17,82.14,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.08,80.91,4498.1,4417.19,-423.24,82.14,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.08,80.91,4498.1,4417.19,0,82.14,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.09,80.91,4498.1,4417.19,0,82.14,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.09,80.91,4498.1,4417.19,-192.92,83.35,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.09,81.85,4498.1,4416.25,-754.83,83.35,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.09,84.69,4498.1,4413.41,-736.37,83.35,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.1,85.64,4498.1,4412.46,-179.59,83.35,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.1,85.64,4498.1,4412.46,0,83.35,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.1,85.64,4498.1,4412.46,0,83.35,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.1,85.64,4498.1,4412.46,0,83.35,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.11,85.64,4498.1,4412.46,0,83.35,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.11,85.64,4498.1,4412.46,0,83.35,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.11,85.64,4498.1,4412.46,0,83.35,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.12,85.64,4498.1,4412.46,-148.27,83.35,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.12,86.59,4498.1,4411.51,-144.26,83.35,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.12,86.59,4498.1,4411.51,0,84.57,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.13,86.59,4498.1,4411.51,0,84.57,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.13,86.59,4498.1,4411.51,0,84.57,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.13,86.59,4498.1,4411.51,0,84.57,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.14,86.59,4498.1,4411.51,0,84.57,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.14,86.59,4498.1,4411.51,0,84.57,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.15,86.59,4498.1,4411.51,-117.84,84.57,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.15,87.53,4498.1,4410.57,-114.66,84.57,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.15,87.53,4498.1,4410.57,0,84.57,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.16,87.53,4498.1,4410.57,0,85.81,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.16,87.53,4498.1,4410.57,0,87.07,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.17,87.53,4498.1,4410.57,0,88.35,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.17,87.53,4498.1,4410.57,-101.05,88.35,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.18,88.48,4498.1,4409.62,-98.32,88.35,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.18,88.48,4498.1,4409.62,0,88.35,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.19,88.48,4498.1,4409.62,-185.18,88.35,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.19,90.37,4498.1,4407.73,0,87.07,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.2,88.48,4498.1,4409.62,263.43,85.81,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.2,87.53,4498.1,4410.57,85.74,87.07,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.21,87.53,4498.1,4410.57,0,87.07,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.21,87.53,4498.1,4410.57,0,87.07,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.22,87.53,4498.1,4410.57,0,87.07,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.23,87.53,4498.1,4410.57,0,87.07,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.23,87.53,4498.1,4410.57,-148.75,87.07,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.24,89.42,4498.1,4408.68,-362.22,88.35,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.25,92.26,4498.1,4405.84,-282.39,88.35,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.25,93.21,4498.1,4404.89,-68.87,88.35,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.26,93.21,4498.1,4404.89,0,88.35,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.27,93.21,4498.1,4404.89,0,88.35,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.27,93.21,4498.1,4404.89,0,88.35,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.28,93.21,4498.1,4404.89,0,88.35,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.29,93.21,4498.1,4404.89,-60.06,88.35,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.3,94.16,4498.1,4403.94,-58.44,88.35,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.31,94.16,4498.1,4403.94,-56.26,88.35,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.31,95.1,4498.1,4403,-54.74,88.35,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.32,95.1,4498.1,4403,0,90.96,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.33,95.1,4498.1,4403,0,92.3,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.34,95.1,4498.1,4403,-50.96,93.65,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.35,96.05,4498.1,4402.05,-49.58,93.65,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.36,96.05,4498.1,4402.05,0,93.65,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.37,96.05,4498.1,4402.05,-140.33,92.3,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.38,98.89,4498.1,4399.21,0,92.3,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.39,96.05,4498.1,4402.05,132.85,90.96,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.4,96.05,4498.1,4402.05,43.24,92.3,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.41,95.1,4498.1,4403,42.07,92.3,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.42,95.1,4498.1,4403,0,92.3,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.44,95.1,4498.1,4403,0,92.3,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.45,95.1,4498.1,4403,0,92.3,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.46,95.1,4498.1,4403,-150.43,92.3,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.47,98.89,4498.1,4399.21,-256.05,92.3,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.49,101.73,4498.1,4396.37,-106.72,95.03,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.5,101.73,4498.1,4396.37,0,96.42,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.51,101.73,4498.1,4396.37,-33.44,96.42,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.53,102.67,4498.1,4395.43,-65.42,96.42,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.54,103.62,4498.1,4394.48,-31.99,97.84,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.56,103.62,4498.1,4394.48,0,96.42,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.57,103.62,4498.1,4394.48,-120.83,96.42,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.59,107.41,4498.1,4390.69,0,93.65,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.6,103.62,4498.1,4394.48,114.39,96.42,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.62,103.62,4498.1,4394.48,0,96.42,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.64,103.62,4498.1,4394.48,0,97.84,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.66,103.62,4498.1,4394.48,0,102.21,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.67,103.62,4498.1,4394.48,-25.7,102.21,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.69,104.57,4498.1,4393.53,-99.76,102.21,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.71,107.41,4498.1,4390.69,-145.47,102.21,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.73,110.25,4498.1,4387.85,-70.77,102.21,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.75,110.25,4498.1,4387.85,0,102.21,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.77,110.25,4498.1,4387.85,-22.17,99.28,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.8,111.19,4498.1,4386.91,-21.58,102.21,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.82,111.19,4498.1,4386.91,0,102.21,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.84,111.19,4498.1,4386.91,0,102.21,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.86,111.19,4498.1,4386.91,0,103.71,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.89,111.19,4498.1,4386.91,0,103.71,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.91,111.19,4498.1,4386.91,-56.85,103.71,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.94,114.03,4498.1,4384.07,-129.12,103.71,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.96,117.82,4498.1,4380.28,-107.63,103.71,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0.99,119.71,4498.1,4378.39,-52.36,105.23,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
1.02,120.66,4498.1,4377.44,-33.91,105.23,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
1.05,121.6,4498.1,4376.5,-32.99,105.23,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
1.07,122.55,4498.1,4375.55,-32.1,106.78,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
1.1,123.49,4498.1,4374.61,-46.93,106.78,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
1.14,125.39,4498.1,4372.71,-30.55,106.78,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
1.17,125.39,4498.1,4372.71,-29.57,106.78,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
1.2,127.28,4498.1,4370.82,-57.54,106.78,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
1.23,129.17,4498.1,4368.93,-42.06,108.35,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
1.27,130.12,4498.1,4367.98,-27.38,108.35,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
1.3,131.07,4498.1,4367.03,-26.5,108.35,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
1.34,132.01,4498.1,4366.09,-25.78,109.94,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
1.38,132.96,4498.1,4365.14,-25.09,109.94,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
1.41,133.9,4498.1,4364.2,-24.41,111.55,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
1.45,134.85,4498.1,4363.25,-35.69,111.55,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
1.49,136.74,4498.1,4361.36,-34.73,111.55,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
1.53,137.69,4498.1,4360.41,-22.6,111.55,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
1.58,138.64,4498.1,4359.46,-21.88,114.85,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
1.62,139.58,4498.1,4358.52,-21.29,116.54,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
1.67,140.53,4498.1,4357.57,-31.12,118.24,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
1.71,142.42,4498.1,4355.68,-40.31,118.24,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
1.76,144.31,4498.1,4353.79,-29.46,118.24,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
1.81,145.26,4498.1,4352.84,-19.18,118.24,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
1.86,146.21,4498.1,4351.89,-18.56,118.24,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
1.91,147.15,4498.1,4350.95,-54.28,116.54,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
1.96,151.89,4498.1,4346.21,-17.67,114.85,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
2.02,149.05,4498.1,4349.05,25.69,118.24,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
2.07,149.05,4498.1,4349.05,0,118.24,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
2.13,149.05,4498.1,4349.05,0,118.24,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
2.19,149.05,4498.1,4349.05,0,119.98,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
2.25,149.05,4498.1,4349.05,0,119.98,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
2.31,149.05,4498.1,4349.05,-22.41,119.98,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
2.38,151.89,4498.1,4346.21,-101.71,121.74,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
2.44,162.3,4498.1,4335.8,-98.89,121.74,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
2.51,165.13,4498.1,4332.97,-27.47,121.74,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
2.58,166.08,4498.1,4332.02,-26.8,123.53,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
2.65,168.92,4498.1,4329.18,-39.08,123.53,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
2.73,171.76,4498.1,4326.34,-31.66,123.53,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
2.8,173.65,4498.1,4324.45,-24.62,125.34,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
2.88,175.54,4498.1,4322.56,-29.97,125.34,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
2.96,178.38,4498.1,4319.72,-23.37,125.34,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
3.04,179.33,4498.1,4318.77,-22.74,125.34,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
3.13,182.17,4498.1,4315.93,-27.61,125.34,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
3.21,184.06,4498.1,4314.04,-21.47,127.18,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
3.3,185.95,4498.1,4312.15,-20.95,132.87,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
3.4,187.85,4498.1,4310.25,-25.49,132.87,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
3.49,190.69,4498.1,4307.41,-19.78,132.87,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
3.59,191.63,4498.1,4306.47,-19.24,132.87,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
3.69,194.47,4498.1,4303.63,-28.13,132.87,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
3.79,197.31,4498.1,4300.79,-27.37,132.87,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
3.89,200.15,4498.1,4297.95,-13.32,129.05,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
4,200.15,4498.1,4297.95,0,130.95,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
4.11,200.15,4498.1,4297.95,0,130.95,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
4.23,200.15,4498.1,4297.95,0,130.95,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
4.34,200.15,4498.1,4297.95,-31.81,130.95,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
4.46,207.72,4498.1,4290.38,-19.34,130.95,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
4.59,204.88,4498.1,4293.22,-48.94,130.95,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
4.72,220.02,4498.1,4278.08,-73.28,132.87,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
4.85,223.81,4498.1,4274.29,-28.55,132.87,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
4.98,227.6,4498.1,4270.5,-24.26,132.87,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
5.12,230.43,4498.1,4267.67,-23.61,132.87,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
5.26,234.22,4498.1,4263.88,-23,132.87,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
5.41,237.06,4498.1,4261.04,-22.35,132.87,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
5.56,240.84,4498.1,4257.26,-27.99,132.87,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
5.71,245.58,4498.1,4252.52,-24.23,132.87,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
5.87,248.42,4498.1,4249.68,-17.63,132.87,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
6.03,251.25,4498.1,4246.85,-20.03,132.87,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
6.2,255.04,4498.1,4243.06,-22.31,132.87,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
6.37,258.83,4498.1,4239.27,-21.68,132.87,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
6.55,262.61,4498.1,4235.49,-21.1,134.82,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
6.73,266.4,4498.1,4231.7,-24.72,136.8,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
7.01,273.97,4498.1,4224.13,-22.04,138.81,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
7.21,276.81,4498.1,4221.29,-14.39,140.84,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
7.41,279.65,4498.1,4218.45,-13.98,140.84,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
7.61,282.48,4498.1,4215.62,-18.16,140.84,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
7.82,287.22,4498.1,4210.88,-17.69,140.84,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
8.04,290.06,4498.1,4208.04,-8.58,138.81,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
8.26,291,4498.1,4207.1,-2.08,138.81,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
8.49,291,4498.1,4207.1,0,134.82,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
8.37,291,4498.1,4207.1,0,174.64,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
8.6,291,4498.1,4207.1,-6.02,174.64,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
8.84,293.84,4498.1,4204.26,27.58,174.64,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
9.09,277.64,4498.1,4220.47,29.22,174.64,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
9.34,279.28,4498.1,4218.82,-6.53,169.65,1.2,1,0.1,0.00002,0.025,10,0.25,500,3,400,0.02,
0,2616,2759,143,0,75,1.6,0.55,0.17,0.000745,0.61,165,0.41,50,-3.13,1.09,0.02,
0.02,2616,2759,143,0,75,1.6,0.55,0.17,0.000745,0.61,165,0.41,50,-3.13,1.09,0.02,
0.04,2616,2759,143,8.33,75,1.6,0.55,0.17,0.000745,0.61,165,0.41,50,-3.13,1.09,0.02,
0.14,2617,2759,142,9.09,75,1.6,0.55,0.17,0.000745,0.61,165,0.41,50,-3.13,1.09,0.02,
0.26,2618,2759,141,7.41,75,1.6,0.55,0.17,0.000745,0.61,165,0.41,50,-3.13,1.09,0.02,
0.41,2619,2759,140,7.5,75,1.6,0.55,0.17,0.000745,0.61,165,0.41,50,-3.13,1.09,0.02,
0.66,2621,2759,138,7.32,75,1.6,0.55,0.17,0.000745,0.61,165,0.41,50,-3.13,1.09,0.02,
0.82,2622,2759,137,8.82,75,1.6,0.55,0.17,0.000745,0.61,165,0.41,50,-3.13,1.09,0.02,
1,2624,2759,135,5.08,75,1.6,0.55,0.17,0.000745,0.61,165,0.41,50,-3.13,1.09,0.02,
2,2628,2759,131,7,75,1.6,0.55,0.17,0.000745,0.61,165,0.41,50,-3.13,1.09,0.02,
2,2631,2759,128,9,75,1.6,0.55,0.17,0.000745,0.61,165,0.41,50,-3.13,1.09,0.02,
3,2637,2759,122,6,75,1.6,0.55,0.17,0.000745,0.61,165,0.41,50,-3.13,1.09,0.02,
4,2643,2759,116,8,75,1.6,0.55,0.17,0.000745,0.61,165,0.41,50,-3.13,1.09,0.02,
4,2645,2759,114,6,75,1.6,0.55,0.17,0.000745,0.61,165,0.41,50,-3.13,1.09,0.02,
5,2649,2759,110,3,75,1.6,0.55,0.17,0.000745,0.61,165,0.41,50,-3.13,1.09,0.02,
6,2651,2759,108,2.5,75,1.6,0.55,0.17,0.000745,0.61,165,0.41,50,-3.13,1.09,0.02,
7,2654,2759,105,3.5,75,1.6,0.55,0.17,0.000745,0.61,165,0.41,50,-3.13,1.09,0.02,
8,2658,2759,101,3,75,1.6,0.55,0.17,0.000745,0.61,165,0.41,50,-3.13,1.09,0.02,
9,2660,2759,99,2.5,75,1.6,0.55,0.17,0.000745,0.61,165,0.41,50,-3.13,1.09,0.02,
10,2663,2759,96,3,75,1.6,0.55,0.17,0.000745,0.61,165,0.41,50,-3.13,1.09,0.02,
11,2666,2759,93,2.5,75,1.6,0.55,0.17,0.000745,0.61,165,0.41,50,-3.13,1.09,0.02,
12,2668,2759,91,2,75,1.6,0.55,0.17,0.000745,0.61,165,0.41,50,-3.13,1.09,0.02,
13,2670,2759,89,2.5,75,1.6,0.55,0.17,0.000745,0.61,165,0.41,50,-3.13,1.09,0.02,
14,2673,2759,86,1.43,75,1.6,0.55,0.17,0.000745,0.61,165,0.41,50,-3.13,1.09,0.02,
20,2680,2759,79,1.18,75,1.6,0.55,0.17,0.000745,0.61,165,0.41,50,-3.13,1.09,0.02,
25,2686,2759,73,1,75,1.6,0.55,0.17,0.000745,0.61,165,0.41,50,-3.13,1.09,0.02,
30,2690,2759,69,0.7,75,1.6,0.55,0.17,0.000745,0.61,165,0.41,50,-3.13,1.09,0.02,
35,2693,2759,66,0.54,75,1.6,0.55,0.17,0.000745,0.61,165,0.41,50,-3.13,1.09,0.02,
43,2697,2759,62,0.47,75,1.6,0.55,0.17,0.000745,0.61,165,0.41,50,-3.13,1.09,0.02,
50,2700,2759,59,0.35,75,1.6,0.55,0.17,0.000745,0.61,165,0.41,50,-3.13,1.09,0.02,
60,2703,2759,56,0.3,75,1.6,0.55,0.17,0.000745,0.61,165,0.41,50,-3.13,1.09,0.02,
70,2706,2759,53,0.3,75,1.6,0.55,0.17,0.000745,0.61,165,0.41,50,-3.13,1.09,0.02,
80,2709,2759,50,0.25,75,1.6,0.55,0.17,0.000745,0.61,165,0.41,50,-3.13,1.09,0.02,
90,2711,2759,48,0.2,75,1.6,0.55,0.17,0.000745,0.61,165,0.41,50,-3.13,1.09,0.02,
100,2713,2759,46,0.17,75,1.6,0.55,0.17,0.000745,0.61,165,0.41,50,-3.13,1.09,0.02,
120,2716,2759,43,0.13,75,1.6,0.55,0.17,0.000745,0.61,165,0.41,50,-3.13,1.09,0.02,
130,2717,2759,42,0.15,75,1.6,0.55,0.17,0.000745,0.61,165,0.41,50,-3.13,1.09,0.02,
140,2719,2759,40,0.14,75,1.6,0.55,0.17,0.000745,0.61,165,0.41,50,-3.13,1.09,0.02,
151,2720,2759,39,0.1,75,1.6,0.55,0.17,0.000745,0.61,165,0.41,50,-3.13,1.09,0.02,
160,2721,2759,38,0.07,75,1.6,0.55,0.17,0.000745,0.61,165,0.41,50,-3.13,1.09,0.02,
165,2721,2759,38,0.14,75,1.6,0.55,0.17,0.000745,0.61,165,0.41,50,-3.13,1.09,0.02,
167,2722,2759,37,0.33,75,1.6,0.55,0.17,0.000745,0.61,165,0.41,50,-3.13,1.09,0.02,
168,2722,2759,37,0.08,75,1.6,0.55,0.17,0.000745,0.61,165,0.41,50,-3.13,1.09,0.02,
180,2723,2759,36,0.07,75,1.6,0.55,0.17,0.000745,0.61,165,0.41,50,-3.13,1.09,0.02,
182,2723,2759,36,0,75,1.6,0.55,0.17,0.000745,0.61,165,0.41,50,-3.13,1.09,0.02,
184,2723,2759,36,0,75,1.6,0.55,0.17,0.000745,0.61,165,0.41,50,-3.13,1.09,0.02,
